,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.30056877160981704,0.11097677781508448,0.8418877592788113,0.20380429454107468,1.8494039731031475,7.447938992250234,0.7206113493809535,0.9856874692341961,909.9499532214203
0,0.37069937063552083,0.22673216672739738,0.3530137206484212,0.2575720172432937,4.727899479725054,6.322927383049127,0.6761038276705155,0.8073026740280087,999.4868788561357
0,0.0,0.04022541030257716,-5.668802557706165,0.21662157993468134,0.5748877099806453,1.0200197353091673,0.13469474818488558,0.4757101257881101,476.98387489780265
0,0.09971842627090592,0.08729822686561829,0.6434817397542059,0.5476830664840265,1.8825876777400263,3.4650594850563023,0.15910161513528176,0.2870579369165408,834.2411495208389
0,0.17216887296116953,0.1382491000714407,-0.021510738740675533,0.09611128482555484,2.4955465008362676,3.8232379006273107,0.9490370766621712,0.9532167861758669,1170.3826417472278
0,0.29792872984746954,0.15459639507446044,2.099847973636613,0.19629262477175363,2.9510484999109226,7.822312619814783,0.6302657158123601,0.8491921196181362,825.0001049992404
0,0.3325914345302163,0.2773502898273148,5.702935693264063,0.7107065099685083,6.1243509315887295,3.553187761136839,0.22076743051385034,0.7042046961018849,582.1648566736476
0,0.33373342256463784,0.3311958854828249,3.9966133424018495,0.8276236473947003,1.4801262158058797,4.014474509935569,0.6707196836994259,0.2395764949159953,555.0903936321101
0,0.0,0.03566633626355525,2.884274210697137,-9.594144432333547,1.4226045529752458,0.5997064784039483,0.1529717555245922,0.14430671333636697,600.0455304351245
0,0.0020345794444427325,0.11758467356688312,-0.6732284097254246,0.3514719815273595,1.2862032069661833,2.493858914027754,0.16860161901637538,0.13625807825162295,926.2686258653646
0,0.8622404981275449,0.22375953875213483,2.31918745088785,0.22909874783620496,2.7607082812875294,7.7182282026890014,0.9647917494618978,0.23913269693987055,761.3110714581064
0,0.0,0.0887551214010916,3.457992232376743,0.105843929817427,1.1851977513309722,7.966841451122263,0.3933674765274757,0.9210458710660923,747.4988762367556
0,0.3158689470350209,0.3001508594568734,2.3353730278596823,0.5480262695852447,3.75622876776075,2.673454271211716,0.5744594788196173,0.9808841875043601,673.7192697049047
0,0.269575478627019,0.20600585220953455,1.15180419923805,0.014616723472447147,7.491894587592098,3.3863487100426797,0.3791486404240122,0.9388691921842822,922.5979159978727
0,0.10905271084399346,0.21568242041414273,1.6367879714492106,-0.9176778108857155,2.820451249165215,1.6350450227991677,0.111794959626494,0.9078911526570315,905.0459621975608
0,0.0,0.25802662090594286,2.9093273651063503,-7.731363435759228,4.991426818869844,0.8485442885378389,0.5894974681316955,0.989621860237178,929.2191250174317
0,0.2865954940375768,0.292782741769661,0.8996899060322849,0.9947113589577176,2.2666423119840458,5.487823705637577,0.15374007287152897,0.5585673993459295,720.031482506688
0,0.33409870980537637,0.15045752592122466,3.6751253939239303,-0.1074167290922889,4.100268673160215,1.7281935812088962,0.1186151855455872,0.36133260680301454,683.5170609579711
0,0.2600446359009477,0.1321492186215497,0.8762687985113689,0.5058678133629557,2.6140386561663944,4.080735465210791,0.7661981194839728,0.21210694154504056,832.4278257821147
0,0.2668705903985048,0.3525229392990903,1.6789312707669357,-1.589457173042905,4.562099037837522,1.6079034907296372,0.3588600085985997,0.8415164823366963,967.069097878833
0,0.25226913722270744,0.17682748530849268,0.782446486389446,1.6828653259899289,2.6679415269502185,7.339239991823952,0.17958852184332896,0.380202313818917,682.1228644993486
0,0.0,0.07552640561587098,1.6785930533359548,3.011794148419055,1.3058402623577607,4.603890386545007,0.3676022463646257,0.3230656823537532,500.55307761662834
0,0.2834361227070166,0.18070464913911913,3.3787998197465297,0.2623174616395342,1.1227389848597729,3.2233038996025964,0.3377052020691669,0.5683536480035194,673.2877120604023
0,0.21634963449418737,0.18511850699955862,0.4000975875936812,0.23823904206818258,7.203668510272474,6.270674923681577,0.5095385133712113,0.323256967991528,1058.695185139307
0,0.5972958081495495,0.0844198346893857,10.0,2.568648280794766,4.005830696466381,1.9382135105370204,0.36632733849790744,0.5197684037474557,318.8892004117503
0,0.28876296610609664,0.26197946386133797,1.9757008672037224,-9.95648635178027,1.1409835631344718,0.7187020550694103,0.4013577553754576,0.1564971765021959,841.5646210640639
0,0.17047002449386353,0.18112959953207272,1.2823520285844283,0.2620440383194363,4.271476322210619,4.726291777938373,0.16223295142462235,0.9726276703378272,878.529168653683
0,0.2601701315011045,0.22669566145211792,-6.56586078134486,0.22226606685619377,0.69424470820569,7.921258658429888,0.1711497355599204,0.9442833993687214,945.2064787878111
0,0.16098084174827618,0.10469149908162972,0.4730851182091371,0.11832269452047674,3.2649089296420444,7.004985324460604,0.8607871935699543,0.14399902361051975,1100.6438696043392
0,0.1882634992765517,0.20621248321773744,0.39647650108492594,-0.8823294321460493,7.846175997852566,1.4977810867047245,0.960400567990175,0.947069773879723,998.6466583196936
0,0.04614334984355815,0.3560512701017572,4.213234316862318,0.585166304289415,1.3568959783329322,5.280427069410297,0.10682136824647137,0.2333613911897971,601.3965564375018
0,0.24936759646887222,0.3069985477002194,-3.6722243123357017,-6.18320628705722,0.800710718011516,0.8764968131204158,0.18578011265509276,0.6193963476425488,1009.4189700774878
0,0.0,0.5139609930081158,-2.6497759961319356,-0.9466236556268011,0.5066035264321402,1.246807935441118,0.12499933522468465,0.7669089752823002,529.2874760266441
0,0.03805939917632167,0.1385292549795891,2.156637428548419,0.925651075201138,2.8678691533922778,7.012354818251348,0.13793666601773358,0.3492855799313159,669.395668411842
0,0.249051690266891,0.5302508184674256,1.015638207977376,-4.139684273503516,4.591099791001977,1.0434515253283152,0.30153679546799184,0.9852564573758196,959.2892006291432
0,0.4112554754709305,0.26196050059140286,-0.3080097924384183,-0.5351129835124395,1.9665542498228197,2.0311075232780893,0.6421969714170721,0.9465788503250814,1081.1203719037069
0,0.1593808263029031,0.14748982211484482,1.0401316546665789,1.3438423211384505,7.523879935899076,7.704154237054379,0.21244540947293322,0.8676111639110602,713.3604791315543
0,0.46916625690287633,0.185827080399974,-9.24978910655695,-1.1371078770205911,0.620324962768315,1.6713034006260554,0.1559499793274195,0.8477805326309548,1024.9838499010036
