,v,k,data_prop,data_RT_cor,data_RT_err,pred_prop,pred_RT_cor,pred_RT_err,bias,v_L,v_R
0,-0.016517628764828467,0.275254525067823,0.492,1.1488414634146333,1.102066929133858,0.45345345345345345,1.0964011628346637,1.1083359160214832,0.5,3.0,3.0
0,0.02076693287358592,0.2539087386748429,0.51,1.1205490196078425,1.1423877551020398,0.501,1.0969497797076417,1.1976727254119495,0.5,3.0,3.0
0,0.02492526586359321,0.4254782353156285,0.5115115115115115,1.0538747553816046,1.1141188524590155,0.5205205205205206,1.0625382543777868,1.0520007549129173,0.5,3.0,3.0
0,-0.025573885357061198,0.4988190871041435,0.4879759519038076,1.03958932238193,1.0872015655577294,0.498,1.0219717461054962,1.059332755277638,0.5,3.0,3.0
0,0.016866446313787576,0.37522198597380163,0.508,1.0853346456692907,1.108841463414633,0.4994994994994995,1.0624046640715525,1.0846215607627994,0.5,3.0,3.0
0,-0.022223287934832053,0.5047296794384223,0.4904904904904905,1.107489795918367,1.0194891944990174,0.5,1.0196447044984736,1.0214625388797747,0.5,3.0,3.0
0,-0.04316041130202376,0.4247991883544566,0.4794794794794795,1.057494780793319,1.1065192307692304,0.486,1.1386044453343727,1.082156887135681,0.5,3.0,3.0
0,-0.012560137231169465,0.5285796529297578,0.4944944944944945,1.0724089068825908,1.0410297029702966,0.5275275275275275,1.107015509722938,1.0721262329805097,0.5,3.0,3.0
0,-0.09600568005451111,0.44779687441334737,0.4559118236472946,1.0801318681318677,1.0716758747697972,0.439,1.1656977872928407,1.0582775956625843,0.5,3.0,3.0
0,0.06709934099207063,0.39245343579684827,0.5315315315315315,1.1090772128060253,1.0706623931623929,0.5215215215215215,1.1145969477314244,1.0786156437817274,0.5,3.0,3.0
0,0.026770770057629935,0.46825225225117484,0.512,1.0613476562499995,1.0832172131147537,0.495,1.0854871596011861,1.078755017543578,0.55,3.0,3.0
0,0.047131212928820984,0.49204937173013363,0.522,1.0836015325670492,1.0453556485355642,0.511,1.0623851049991868,1.0745662743269604,0.55,3.0,3.0
0,-0.012108402938110057,0.3860862735832453,0.4944944944944945,1.1146963562753027,1.073841584158415,0.479,1.0907138904381295,1.1328014257983665,0.55,3.0,3.0
0,0.02248537263882148,0.3700770791295266,0.5105105105105106,1.1057058823529404,1.0906952965235168,0.4854854854854855,1.0800846583271113,1.0672950941262207,0.55,3.0,3.0
0,0.00012889250578421992,0.5752155547483039,0.5,1.0406799999999996,1.0490999999999995,0.4994994994994995,1.0320860711081352,1.0963897101148046,0.55,3.0,3.0
0,0.024778621505901047,0.43739178875048407,0.5115115115115115,1.08757338551859,1.072274590163934,0.5060120240480962,1.0760403448500768,1.1127517088520844,0.55,3.0,3.0
0,0.015018856914895424,0.4574319379625171,0.507,1.0782248520710054,1.0714807302231233,0.518,1.0973349008945563,1.021837895890246,0.55,3.0,3.0
0,-0.014186862330921798,0.44937471014660674,0.4934934934934935,1.0902839756592282,1.0641897233201576,0.484,1.0799049809386112,1.0801833699423984,0.55,3.0,3.0
0,0.026942854094038786,0.5296254331659914,0.513,1.108265107212475,1.0010266940451742,0.5165165165165165,1.0525034274754392,1.0406050323567342,0.55,3.0,3.0
0,-0.006939638617476494,0.4778048773862849,0.497,1.077303822937625,1.062087475149105,0.508,1.0809693546073367,1.0885348506662416,0.55,3.0,3.0
0,0.012172294994163658,0.572493496451601,0.5060120240480962,1.053485148514851,1.037322515212981,0.501,1.0451440376105576,1.0366766284507871,0.6,3.0,3.0
0,0.041404877153823884,0.35685704425255643,0.5195195195195195,1.0918689788053944,1.112249999999999,0.544,1.013043888206587,1.046140459704673,0.6,3.0,3.0
0,0.01594544239286096,0.564768539459663,0.5075075075075075,1.0692504930966462,1.0248577235772356,0.5175175175175175,1.1049174833132513,1.0671954032675648,0.6,3.0,3.0
0,-0.027852343615952527,0.654113002627866,0.488,1.0380327868852457,1.0137695312499995,0.475,0.9628279265648606,1.0161358573720485,0.6,3.0,3.0
0,0.0030251200087298945,0.6204320249800123,0.501,1.0143113772455083,1.0534669338677347,0.504,1.065179240204963,1.0693165651009884,0.6,3.0,3.0
0,0.06910050294360945,0.6489824832806543,0.5305305305305306,1.0085849056603768,1.045842217484008,0.539,1.0295569477839686,1.0183887246808239,0.6,3.0,3.0
0,0.031871890777309626,0.5395265323922065,0.515,1.085708737864077,1.0192989690721646,0.531,1.102570517270982,1.0607839031383157,0.6,3.0,3.0
0,0.043477864760089024,0.5741039666635563,0.5195195195195195,1.0527552986512518,1.0362083333333332,0.5045045045045045,1.0100442368636955,1.1074636953404025,0.6,3.0,3.0
0,0.019715288250458745,0.34447968228896825,0.5095095095095095,1.1142829076620817,1.0959795918367339,0.5015015015015015,1.0943496086587812,1.168965823511154,0.6,3.0,3.0
0,-0.033231925335808064,0.5850882465757311,0.4844844844844845,1.0212396694214874,1.0617281553398057,0.486,1.0301103345836522,1.0512749161467103,0.6,3.0,3.0
0,0.025945105079273008,0.6571824206900264,0.5125125125125125,1.0657421874999993,0.9816427104722788,0.507,1.0199233044495652,1.0204473203295064,0.65,3.0,3.0
0,0.01902173920998563,0.6470827876289136,0.5085085085085085,1.0339960629921254,1.0203869653767816,0.504,1.0101756436512221,1.0040773455394525,0.65,3.0,3.0
0,0.04369710725463054,0.726229040320191,0.519,0.9922350674373792,1.0260083160083155,0.516,0.9978992867438125,1.0402401598553275,0.65,3.0,3.0
0,-0.019965123982503295,0.7808431984822544,0.491,0.9982077393075351,0.9945383104125732,0.493,1.0023043138172825,0.992601819370711,0.65,3.0,3.0
0,0.007793915412774843,0.5836349174169607,0.5035035035035035,1.0418091451292244,1.0437903225806449,0.4944944944944945,1.0565266350773599,1.0352358446817937,0.65,3.0,3.0
0,0.018308187782204006,0.6250288614099039,0.5085085085085085,1.0459842519685036,1.0187576374745413,0.523,1.0896646186940768,1.040775279922979,0.65,3.0,3.0
