,v,a,k,ter
0,0.1464245289685997,0.7394553225302225,-1.060880483738554,0.50356210721523
1,3.145534521331978,0.6470905183019067,0.19865549750318923,0.8204865307104598
2,3.99714837401905,1.1498812873189626,4.040917024934511,0.6353727969944671
3,2.404774338292215,1.1587159633631017,0.914400543894417,0.7363502998443264
4,2.410196674130516,1.913786675677407,0.22764227626388966,0.9402027337454817
5,0.22110694129056405,1.7597565599516298,0.6902209870215449,0.5048138643760189
6,3.7285661687672267,1.4869348285203392,-1.8069672768963807,0.9265183459230175
7,2.2111496250800484,0.563834185069112,-2.1497047194228385,0.45843782582877934
8,0.2149973070703616,0.6739718466742608,-1.8236249829180566,0.9800159560753612
9,2.415616479973154,1.0073932354792237,0.6588413371477584,0.2293922696637543
10,3.4692046818930105,1.5254068081317778,-1.2205536152736525,0.7210891209734092
11,1.8286326218249567,0.7904338925353649,-1.982088696390347,0.9614826601227053
12,4.1589056394509045,1.6164360345248743,-0.14800215267544412,0.32426030955417867
13,1.42842631528799,1.1779936804112463,-0.4549385321099921,0.6802892613902741
14,0.15860205435892372,2.5931870353364657,0.7975215482235827,0.13089605588284414
15,0.7467963579669361,1.7864261500662617,0.3729452121195744,0.42625088138108447
16,4.383913637643995,1.549417942341003,-0.5891919129104316,0.4222868467608974
17,3.1967398871913186,0.784008443538696,-2.7042503650499787,0.23471826999756823
18,0.5970393239554335,1.1631938462582414,-0.004404217381006589,0.8738166762622235
19,1.9418548396065438,0.9793984360011261,-1.3663797820291752,0.49627620830697644
20,1.3222208678864686,1.0484837808258423,-0.2776584023551652,0.35395890134256436
21,2.9532555313318207,1.650051255477921,-0.16758638898259332,0.9265967937271624
22,1.302952732337815,1.1795186458991638,0.10704407258691297,0.8593469762776171
23,0.8725983183713387,1.3581235523740678,-0.08503302630270361,0.4817692974447755
24,0.6977703378628299,0.5957840789822719,-1.2227668408978665,0.6398677956606668
25,0.36344540875062264,0.9855553069857068,1.1223576011298453,0.9862257353705004
26,3.3438063691670985,2.1582343795656675,2.1390304200825696,0.9609625966664679
27,2.063743975356811,0.7564990783354473,1.5083442240581646,0.9590466617446971
28,2.917696488951946,0.909829915434782,-1.4093943719620248,0.519281910840625
29,0.7748711436735578,1.384194770520152,-0.13785683960627287,0.8794967345375504
30,3.5836183697462594,0.8520112333665568,1.4512318613875692,0.1636132606510795
31,1.4765482079950234,1.7883642208107688,0.04779671968684125,0.3354732718096708
32,1.6283135848789296,1.2852833849281926,-0.2418903188114014,0.8448537168980819
33,1.736915797841007,0.8345528862643041,-0.9911665978122675,0.4375826675456363
34,0.7719486614692102,0.8864673373987042,-1.5465395246797948,0.44657887055731604
35,2.5361943697807603,0.9419140730902638,-1.3569613996823664,0.4843319767733611
36,0.21453737774602752,1.0681602248261948,0.17919121271576996,0.6550345240145646
37,0.15885644762039233,0.9648583424158717,0.36382485518256213,0.3866111818931184
38,2.896063671089771,0.6192888183194487,-1.4475571243724792,0.8536844891539556
39,1.3034638590632441,1.1665808587515212,-0.40154772859481436,0.7803334089356087
40,0.06340438292662706,0.9491354515239827,-1.0456253984169375,0.6013745804409351
41,1.87072729014872,0.7486683065556319,-1.7677958983863338,0.8503968362099998
42,0.8949001298785751,1.2606633686879647,0.1492142291874459,0.4230708701264697
43,3.6874614640412244,1.3782403605277551,-0.43557320113742903,0.393007038883187
44,4.088224325421226,0.7286911176076236,-1.4145506973989228,0.36061657903102295
45,2.562077790976119,0.5416507499369052,-6.186696611504739,0.35128758510837355
46,0.712827194369128,0.6003510395848375,-0.3209109220484934,0.8761341484423811
47,4.0886653242801625,1.3631020147181259,-0.8425108723333309,0.7169181054485325
48,2.442844257744158,1.7304913495259213,-0.7847642504178004,0.39103057462285806
49,1.427781664607407,0.9272563925815147,-0.8503351891828538,0.7325376866508716
50,1.9595082179220895,0.900944658995134,-0.4877290790570726,0.28274635312520857
51,3.630523193474065,1.1098348656790238,-2.0737702808789242,0.578944706566823
52,4.104644673986146,1.22539820068067,-1.9397844038182992,0.9317586555150261
53,0.6630220213548214,1.84992131707829,0.5534251709196325,0.7704950484139029
54,0.46197715032338543,1.076533583638159,0.23870408613609606,0.5045526285341252
55,3.2456679925941274,0.5897744182484312,-2.550526523197352,0.4150769720086369
56,1.7560036119013127,0.5066358664097534,0.5116170936012896,0.23284587092246217
57,2.1324982251818976,0.8312332973063863,-1.5366302642203655,0.39629620868454807
58,2.7313687215681344,0.5092014812331787,0.8010369455368902,0.22413662051157496
59,2.492805380236353,0.502374506686845,-0.38535366639817825,0.9943544756263649
60,4.567688499005554,1.6831141004301404,-0.7462161762104779,0.4845210482186759
61,2.8602689926429274,0.9405981831612995,2.3614546424331984,0.18370184432785153
62,0.6179311156804319,1.4132623227836438,0.2162472641387539,0.4334177337091221
63,1.6963186838736177,0.8937016962331437,-1.1810753309363098,0.5168873923753345
64,0.4248998714904773,1.3023389190296366,0.3406562626007814,0.13961953750083916
65,1.6301946946793282,0.9153211090847995,-1.532440861683906,0.32961950481759783
66,2.2481878188905107,1.049669541587523,-0.9211496277869422,0.9947583386064437
67,2.091668229171825,0.6590528628910155,-1.2196753916894805,0.20927502723394203
68,0.5449360105712827,0.7809243489592181,0.06289929896277395,0.7496269421555292
69,3.7108216684776183,1.4577702688725656,-0.8577443422148325,0.8240799201979805
70,1.188833362501645,1.0458957936571696,-0.0332597742344434,0.6113351652457786
71,3.224814655969974,0.7274483022049862,-2.8672391782604882,0.15361722055296917
72,3.4341133925518705,0.5340232275784085,-3.04161203184758,0.9617577930059078
73,4.089644414742884,0.9289995667282893,-2.927407498901851,0.5517739294213675
74,3.822523170479295,0.5812123683999229,3.584547598556884,0.9966852017432533
75,2.712785771819352,0.7368320512653401,-2.888290451119126,0.24844729411539818
76,6.0,0.6905000143464934,-6.978863133007675,0.32264989040891273
77,1.2032788829402632,0.5059108993617953,0.3495820960607391,0.8033272011679926
78,3.720522466909174,1.157276024136848,-2.703523571103225,0.4915536878784716
79,0.43762120643246016,0.645634646081966,1.163500690827206,0.2614425803487505
80,1.4737246394629677,1.05733077991106,-0.17323212557130976,0.18999314299369496
81,1.7227474874560655,0.6379205801328509,-0.05284206211264771,0.8964373382831818
82,2.153211516738488,1.5486928767529045,-0.008063393259864545,0.42223975885723253
83,1.1015453840703433,1.3482902043363132,-0.6626407708584933,0.21749836792069
84,3.5607327174057133,1.5675795109077977,1.0216897268643967,0.5101785430180913
85,0.7532946710148652,0.7787498375405417,0.1264150304025954,0.2730383027053649
86,0.5268043900547197,0.5023231694239354,-4.473876708175241,0.6266151424784957
87,1.8782092203128555,1.3254683825916582,0.5861282476694317,0.9940341519857281
88,0.6390959184876479,1.1196203098215771,-0.0030587865509503513,0.13495973105993908
89,2.474670947516386,0.7710577143998396,1.179453885369395,0.9914084373899781
90,3.4646297837546256,1.3984650727134431,-1.34606954127676,0.44355122559293353
