,v,k,data_prop,data_RT_cor,data_RT_err,pred_prop,pred_RT_cor,pred_RT_err,bias,v_L,v_R
0,0.0221732904933618,-0.23134775958273673,0.5115577889447236,1.280373280943024,1.3061316872427966,0.5251004016064257,1.300362963496314,1.2653255972017756,0.5,2.0,2.0
0,0.02083705149897605,-0.09852245906402558,0.5105105105105106,1.2856862745098026,1.2013905930470339,0.5350701402805611,1.2348122184134467,1.2207601289900365,0.5,2.0,2.0
0,0.00804755109164598,0.013745073480689672,0.5040080160320641,1.211928429423458,1.2006262626262616,0.48396793587174347,1.1389547817507752,1.225311066959883,0.5,2.0,2.0
0,0.00014565369552958947,-0.10656177351287317,0.5,1.3016297786720306,1.1934004024144862,0.471356783919598,1.1808849680272417,1.2105318399335399,0.5,2.0,2.0
0,-0.010031919701523841,0.005940564602406816,0.49498997995991983,1.2025303643724683,1.2146825396825387,0.4914914914914915,1.193901104372602,1.1439536003850197,0.5,2.0,2.0
0,-0.015796326516463417,-0.08459701481520919,0.49198396793587174,1.2712627291242344,1.2088757396449692,0.5005015045135406,1.262269026372857,1.2403832773107404,0.5,2.0,2.0
0,-0.03282499874988875,-0.060889777077420056,0.4834503510531595,1.2292116182572603,1.2329126213592223,0.4754262788365095,1.2224807889948555,1.2573458298691935,0.5,2.0,2.0
0,0.029587820582522243,-0.13760247311601476,0.5150602409638554,1.2439376218323572,1.2728985507246358,0.5155155155155156,1.1935032020389675,1.259861716220424,0.5,2.0,2.0
0,0.06714153715331098,-0.10532719040175534,0.5341365461847389,1.2643984962405994,1.2231896551724122,0.5325325325325325,1.2120107704694578,1.2499835376370838,0.5,2.0,2.0
0,-0.002174213961987064,-0.07365809364680022,0.49899598393574296,1.1959758551307835,1.2755110220440868,0.49899598393574296,1.2768202427829767,1.2179017924433628,0.5,2.0,2.0
0,-0.04045792338427253,0.040469091478518245,0.47995991983967934,1.2578288100208754,1.1413487475915216,0.4563691073219659,1.2264974440305985,1.2207187306782457,0.55,2.0,2.0
0,-0.03833182869448651,0.03790174475390034,0.48096192384769537,1.169999999999999,1.223706563706562,0.4744744744744745,1.174660075509721,1.2091192751319242,0.55,2.0,2.0
0,0.000933885652042448,-0.06318509725008747,0.5005015045135406,1.2260521042084158,1.2384939759036133,0.5185185185185185,1.2010946326762983,1.2558330018215478,0.55,2.0,2.0
0,-0.03184854289829211,-0.07786730651016785,0.48390342052313884,1.210498960498959,1.261442495126704,0.4844844844844845,1.2793368185970433,1.243509621639881,0.55,2.0,2.0
0,-0.016959937289351676,-0.07929458226651709,0.4914572864321608,1.228302658486706,1.2468577075098803,0.46292585170340683,1.2408587223984464,1.1763893398446386,0.55,2.0,2.0
0,0.018775296149294882,-0.13040633868848914,0.5095477386934674,1.2766863905325425,1.2340983606557365,0.49198396793587174,1.259112067925031,1.2698365495272372,0.55,2.0,2.0
0,-0.026080549518274636,-0.004925672995931743,0.48694779116465864,1.2095876288659786,1.2149706457925629,0.47695390781563124,1.2269150172232839,1.2781749405568632,0.55,2.0,2.0
0,0.018798763196208667,-0.07484851431892639,0.5095095095095095,1.2520039292730831,1.2196938775510189,0.5120481927710844,1.1657883043290682,1.2716170296799751,0.55,2.0,2.0
0,0.020300998127000702,0.06126516690691444,0.5100401606425703,1.1929133858267709,1.1879303278688516,0.5240480961923848,1.185748334805234,1.1887906728954698,0.55,2.0,2.0
0,-0.00800297427946729,-0.011876070620146504,0.49599198396793587,1.240969696969695,1.18872763419483,0.5070140280561122,1.1925060404700523,1.2850292295868477,0.55,2.0,2.0
0,0.005875354537475357,-0.06966541090966265,0.503006012024048,1.246892430278883,1.2218346774193534,0.4919678714859438,1.2116625262069753,1.2546961932140819,0.6,2.0,2.0
0,0.00981763722964496,-0.15675629231257535,0.5050100200400801,1.256488095238094,1.274352226720646,0.514,1.301010034024712,1.2091587168575462,0.6,2.0,2.0
0,-0.06471607792886717,-0.05633906840136286,0.46733668341708545,1.266623655913977,1.1953207547169802,0.4749498997995992,1.2575810902046423,1.2460079311332952,0.6,2.0,2.0
0,0.026309441355278795,0.06371302741512505,0.513,1.1825536062378157,1.1971047227926068,0.5305305305305306,1.209381701697746,1.1895216983880468,0.6,2.0,2.0
0,0.00403962269476058,-0.06266443441034646,0.5020040080160321,1.2328343313373245,1.231468812877262,0.4954682779456193,1.2128201904271074,1.1729693206861032,0.6,2.0,2.0
0,0.01632297289337045,0.0717134609334171,0.5080160320641283,1.1614201183431943,1.2136456211812616,0.509,1.1661410850953218,1.1695255525395678,0.6,2.0,2.0
0,0.0545888420439741,-0.059245541099237395,0.5275827482447342,1.2127376425855498,1.2493630573248395,0.5130522088353414,1.2419424399182708,1.2250506798614624,0.6,2.0,2.0
0,-0.029852927082429995,-0.0378059630672972,0.485,1.2310515463917513,1.2160582524271835,0.49147442326980945,1.2022717772661118,1.2455550281250054,0.6,2.0,2.0
0,0.024650912671083894,-0.08262065353778994,0.5125125125125125,1.244726562499999,1.2325051334702246,0.501002004008016,1.2591220518436443,1.1957912663098118,0.6,2.0,2.0
0,-0.02715675224384064,0.016609227357586707,0.4864593781344032,1.18742268041237,1.2216210937499985,0.4984984984984985,1.1707024996815973,1.1711813549437409,0.6,2.0,2.0
0,0.03923409601618733,0.014200883619917469,0.5195586760280843,1.224536679536678,1.1851565762004164,0.5230460921843687,1.1867371491472276,1.1973494131656688,0.65,2.0,2.0
0,0.029221232575252398,0.03908964626975495,0.5145145145145145,1.2057198443579753,1.189154639175257,0.5285285285285285,1.1726334309651267,1.2060660347372743,0.65,2.0,2.0
