,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.2969736555734656,0.9148727409174692,0.5,0.7008334048087022,0.2731509189822945,0.30125225644530906,540.2156640734108
0,2.0992072395586967,1.406005097390188,0.5603320967103111,0.6022292821516866,0.3435200901575332,0.37374104001649444,-188.2932940789977
0,0.0,0.0,0.8694647491255791,0.7572597622092899,0.12333368400030553,0.5761308384266326,651.605885170731
0,3.9330372123085775,5.923355250187744,0.7676417809979483,1.5701999982746653,0.3171359113328651,0.25925081500746266,-199.6346558857616
0,2.2176409275982136,2.3957073122911305,0.800967059008209,0.8225283056558296,0.21437488985632858,0.2976014363320443,-62.31140329418418
0,1.51458178103715,1.8320455133685336,0.5917296594472479,0.852705721623597,0.2527152030168916,0.2720014209472416,-30.659902109849277
0,1.4691180115343514,4.537730536601998,0.530531648555996,1.0569614975010788,0.23882678187187184,0.35403816971968277,-370.0596152331491
0,1.452518263665936,2.24175994129943,0.7335286116651848,0.72423978958328,0.16606690350287562,0.27561013152515434,-3.7460144505208604
0,0.8878771862371743,1.5858027426645476,0.7466895016480957,0.6563309294271893,0.15585743200156765,0.3180575874306678,232.23883323912668
0,0.0,0.43156553705628864,0.5354670503659158,0.6842359493989076,0.1442969530568179,0.2550998744770571,350.85474311724533
0,3.126835638725419,4.41700198516777,1.035802957052514,1.2610700882884025,0.29631273683128184,0.34055889032153397,-68.73818843667308
0,2.425101318115835,2.885778364147419,0.5419372812666517,0.726984439347764,0.3102799515406194,0.3256766206604292,-632.3376061338964
0,4.132941870950844,3.064220649110233,0.7822687285200529,0.6500586591163592,0.28204861936269926,0.29330642315537375,-604.2660343385508
0,1.5624377608534326,3.3380886558540888,0.5376224388736066,0.8399120664625235,0.23991551543526285,0.29066207640424424,-363.9623669233327
0,0.5149962451137622,0.12873421359017945,0.5,0.6888594995667539,0.33018877044730877,0.31307106924258365,760.8115962644312
0,2.920970346540026,6.0,0.6169764907990689,1.2620029995669562,0.3238002189106667,0.30094866586132796,-465.7924318711992
0,0.6394202529699187,1.9511079752970208,0.6082751582506093,0.8970628453426066,0.14038119365322616,0.22590868777311224,490.3788826392375
0,2.837661071445259,4.012917609678568,0.560958267831353,0.8121896804242712,0.26600110181378195,0.25967736055752166,-936.470753309849
0,1.7120066436485954,2.7847502307062357,0.5186050871129131,0.6030728843317381,0.2694083521166509,0.2802437929559993,-317.912791222646
0,1.7061685865699834,3.1967547290259177,0.6051224129297635,0.7197342596687925,0.19050928216996887,0.2742325183703781,-607.8482468078929
0,0.7176451455646379,2.590230168924548,0.5,0.7971561377956479,0.21357764034000554,0.2531578003748509,-223.29340844796405
0,0.4504225934068425,1.28201887873331,0.5568620635257852,0.6154163407810731,0.18062946050026574,0.3299153748253505,573.4905722507879
0,3.271698206429681,6.0,0.8552248498994149,1.0583309346006078,0.23785855634313996,0.3464602745689592,-195.3480045090457
0,2.04898953434261,3.241254344486555,0.5031867815420297,0.5023262817769059,0.21377550081035374,0.30047808691890754,-966.8040700146911
0,2.274025861675774,3.8845029041940142,0.5662522815256382,0.6280489347786495,0.24742442450180752,0.3201349510975113,-746.4216419677663
0,1.0102724716699867,3.0137047312230587,0.5680954303614277,0.6432968559971163,0.1464576503029386,0.2985776341566488,-230.43690884462643
0,6.0,2.9753021142833482,2.014930211955363,0.7486130574905034,0.15285979461721622,0.285791474540173,-239.04265674638512
0,2.51504262007823,3.8466214516498467,0.5306816922269594,0.5683635491732566,0.24761868473911297,0.28996400674345124,-878.3812104776817
0,3.1357468067592125,3.5165366625879635,0.5,0.5,0.28922999072403943,0.3002366556753593,-924.3058545382364
0,3.180937184197906,2.9247151758240837,0.5970267535183212,0.633833727567732,0.30028854822432455,0.30648373576417964,-749.3419731878329
0,1.6076975245892111,3.953671782593568,0.6435857755500841,0.7783235810989443,0.20977408077593007,0.29768612611397144,-245.79621041583474
0,2.018652203658965,4.840665677065769,0.5109395702215204,0.905441728375694,0.2491281711967131,0.26846290807667594,-1174.5613073662437
